EXT_SOURCE_3;EXT_SOURCE_2;AMT_GOODS_PRICE;AMT_ANNUITY;CODE_GENDER;DAYS_ID_PUBLISH;DAYS_REGISTRATION;DAYS_EMPLOYED;DAYS_BIRTH;REGION_POPULATION_RELATIVE;YEARS_EMPLOYED;YEARS_REGISTRATION;YEARS_ID_PUBLISH;NEW_CREDIT_TO_ANNUITY_RATIO;NEW_REFUND_PERCENT;NEW_CREDIT_TO_GOODS_RATIO;NEW_INCOME_PER_PERSON;NEW_EMPLOY_TO_BIRTH_RATIO;NEW_ANNUITY_TO_INCOME_PERCENT;BURO_DAYS_CREDIT_MAX;BURO_AMT_CREDIT_MAX_OVERDUE_MEAN;ACTIVE_DAYS_CREDIT_MAX;ACTIVE_DAYS_CREDIT_ENDDATE_MIN;ACTIVE_DAYS_CREDIT_ENDDATE_MAX;ACTIVE_DAYS_CREDIT_ENDDATE_MEAN;ACTIVE_DAYS_CREDIT_UPDATE_MEAN;CLOSED_AMT_CREDIT_SUM_SUM;PREV_APP_CREDIT_PERC_MEAN;PREV_HOUR_APPR_PROCESS_START_MEAN;PREV_CNT_PAYMENT_MEAN;PREV_CNT_PAYMENT_SUM;APPROVED_DAYS_DECISION_MAX;APPROVED_CNT_PAYMENT_MEAN;INSTAL_DPD_MEAN;INSTAL_DBD_MEAN;INSTAL_DBD_SUM;INSTAL_AMT_PAYMENT_MIN;INSTAL_AMT_PAYMENT_SUM;INSTAL_DAYS_ENTRY_PAYMENT_MAX;INSTAL_DAYS_ENTRY_PAYMENT_SUM;SK_ID_CURR;Proba
0.3185955240537633;0.7411361275101312;1327500.0;38812.5;1;-230;-1225.0;-2396.0;-16687;0.04622;6.56;3.36;0.63;34.20289855072464;2.9237288135593222;1.0;168750.0;0.14577777777777776;11.5;-560.0;0.0;-560.0;-18.0;793.0;266.4;-12.4;2537617.5;1.0132025069351691;15.0;17.0;34.0;-1797.0;10.0;0.0;5.8;58.0;9715.14;97303.275;-1498.0;-16368.0;455094;0.23758034440327067
0.6956219298394389;0.0050571193170338;90000.0;8383.5;1;-887;-652.0;-580.0;-10183;0.020713;1.59;1.79;2.43;10.735373054213634;9.315;1.0;37500.0;0.05888888888888889;7.452;-619.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;60255.0;0.94693094629156;10.5;6.0;12.0;-426.0;12.0;0.0;26.636363636363637;293.0;3546.45;42581.024999999994;-105.0;-2966.0;266531;0.545618942629748
0.5602843280409464;0.6228367054467593;292500.0;31630.5;0;-2982;-8100.0;-207.0;-14154;0.005002;0.57;22.19;8.17;10.223929435197041;9.780975175331182;1.1056;27000.0;0.015;23.43;-447.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;113328.0;1.1574448760234313;15.4;6.0;30.0;-979.0;6.0;3.1739130434782608;14.956521739130435;344.0;75.51;180089.63999999998;-812.0;-31679.0;427199;0.4776702954903744
0.5352762504724826;0.6418573315884261;337500.0;16875.0;0;-3439;-1835.0;-1746.0;-23568;0.028663;4.78;5.03;9.42;20.0;5.0;1.0;67500.0;0.0746875;12.5;-2245.0;4950.0;-2245.0;-1048.0;-1048.0;-1048.0;-602.0;90850.95;0.8535361074827393;14.0;24.0;24.0;-637.0;24.0;0.5416666666666666;12.416666666666666;298.0;184.5;261670.5;-23.0;-7689.0;263619;0.5862362535727333
0.1528662291550415;0.4484254063704244;225000.0;10944.0;0;-1689;-6429.0;-806.0;-14180;0.00712;2.21;17.61;4.63;20.55921052631579;4.864;1.0;90000.0;0.0581578947368421;4.053333333333333;-275.0;18.81;-275.0;0.0;31091.0;17560.714285714286;-20.0;285347.295;0.8776159038327054;9.666666666666666;18.0;54.0;-451.0;24.0;0.07142857142857142;7.285714285714286;102.0;16099.065;225386.91;-46.0;-3265.0;151790;0.7136815908538336
0.5352762504724826;0.3626423941333949;135000.0;13095.0;0;-4599;-7956.0;-586.0;-21834;0.00963;1.61;21.8;12.6;12.350515463917526;8.096828046744573;1.198;56250.0;0.02728813559322034;11.64;-300.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;435066.57;0.907782316437657;14.0;13.0;52.0;-384.0;12.0;0.0;15.238095238095237;320.0;8260.38;243765.0;-64.0;-8693.0;161490;0.4927210827706581
0.5082869913916046;0.1596792335026377;427500.0;21969.0;1;-4073;-13004.0;-1681.0;-23723;0.025164;4.61;35.63;11.16;27.678820155673904;3.6128707595761056;1.4224;112500.0;0.07203125;19.528000000000002;-2540.0;0.0;-2540.0;-1809.0;-1809.0;-1809.0;-1537.0;135000.0;0.8827868920799228;10.75;31.5;126.0;-490.0;31.5;0.0;22.307692307692307;1160.0;7136.37;1102953.42;-20.0;-20236.0;315217;0.6134608917266161
0.104119916429159;0.1090073912307103;450000.0;20979.0;1;-962;-722.0;-278.0;-9689;0.018209;0.76;1.98;2.64;21.45002145002145;4.662;1.0;45000.0;0.02923076923076923;23.31;-124.0;1604.4075;-124.0;0.0;241.0;99.5;-20.5;114606.45;1.0;10.0;6.0;6.0;-399.0;6.0;0.0;9.833333333333334;59.0;15740.685;94459.185;-218.0;-1787.0;303274;0.8905669388118751
0.5082869913916046;0.6345158066345048;540000.0;19093.5;1;-4599;-383.0;-372.0;-16117;0.019101;1.02;1.05;12.6;32.7617251944379;3.0523423112338857;1.1584;101250.0;0.023181818181818182;9.42888888888889;-140.0;0.0;-140.0;182.0;609.0;395.5;-11.0;256236.48;1.0;13.0;12.0;12.0;-231.0;12.0;0.0;10.0;0.0;67.5;204935.58000000002;-31.0;-1997.0;324751;0.29232453253443985
0.5971924268337128;0.7021702988202532;463500.0;33075.0;1;-2480;-6549.0;-5206.0;-18955;0.031329;14.26;17.94;6.79;14.845986394557823;6.735827269561392;1.0593980582524272;108000.0;0.2796078431372549;15.312500000000002;-13.0;1731.253846153846;-13.0;43.0;416.0;280.6666666666667;-15.666666666666666;794312.01;0.9757766371165265;13.0;15.333333333333334;46.0;-2660.0;15.0;4.365853658536586;6.2682926829268295;257.0;1.755;150979.185;-2281.0;-102962.0;392797;0.324706745197623
0.5352762504724826;0.5035443725087928;157500.0;20763.0;1;-15;-812.0;-5461.0;-12356;0.018029;14.96;2.22;0.04;8.787169484178587;11.380228887134965;1.1584;135000.0;0.45333333333333337;15.379999999999999;-1329.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;146173.5;1.0;10.0;14.0;14.0;-327.0;14.0;0.0;26.1;261.0;7214.895;72148.95000000001;-59.0;-1801.0;151994;0.28817349894200267
0.633031641417419;0.0193943269363255;270000.0;13500.0;0;-4634;-6948.0;-2229.0;-12831;0.031329;6.11;19.04;12.7;20.0;5.0;1.0;90000.0;0.17457142857142857;7.5;-428.0;0.0;-1027.0;-404.0;-404.0;-404.0;-601.0;725265.0;0.6607907306936536;11.5;11.0;66.0;-228.0;10.0;0.0;9.5;76.0;1362.645;240909.3;-696.0;-7317.0;132174;0.4391739950587793
0.5352762504724826;0.3576486256300412;405000.0;23989.5;0;-79;-106.0;-808.0;-12183;0.003813;2.21;0.29;0.22;20.44794597636466;4.890466754733597;1.2112;22500.0;0.06696969696969697;35.54;-300.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;435066.57;0.9468670675262033;10.0;6.0;12.0;-8.0;6.0;0.0;18.666666666666668;112.0;9715.635;58303.034999999996;-100.0;-1054.0;456117;0.8199997027388902
0.4992720153045617;0.5329576755442461;135000.0;14175.0;1;-4181;-7118.0;-578.0;-13214;0.010966;1.58;19.5;11.45;12.540952380952382;7.973876063183476;1.3168;28125.0;0.043888888888888894;12.6;-317.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;61861.5;0.9115420247260646;16.0;21.0;42.0;-229.0;21.0;0.0;20.72222222222222;373.0;1860.48;65944.8;-63.0;-8881.0;289313;0.6603265629235685
0.2567055724393002;0.7137702519314683;540000.0;20925.0;0;-3585;-6720.0;-1510.0;-12683;0.072508;4.14;18.41;9.82;25.806451612903224;3.875;1.0;202500.0;0.12176470588235293;5.166666666666667;-362.0;5172.576923076923;-362.0;0.0;1503.0;540.1666666666666;-12.166666666666666;426671.01;1.112373127114548;15.166666666666666;9.666666666666666;58.0;-333.0;5.0;0.0425531914893617;5.212765957446808;245.0;33.435;497810.34;-23.0;-14625.0;393324;0.3924967476877162
0.5937175866150576;0.2962028246127759;675000.0;17937.0;1;-4047;-15547.0;-1681.0;-22942;0.025164;4.61;42.59;11.09;37.63171098845961;2.6573333333333333;1.0;49500.0;0.07435483870967742;36.23636363636364;-736.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;490576.5;1.7101066754646432;8.666666666666666;11.333333333333334;34.0;-1809.0;10.0;0.0;31.714285714285715;222.0;11162.565;107970.66;-1612.0;-11996.0;363564;0.2774362537022082
0.511891801533151;0.5588307256833587;225000.0;12478.5;1;-4199;-9771.0;-1329.0;-20694;0.019101;3.64;26.77;11.5;27.55138838802741;3.6295811518324608;1.528;85500.0;0.065;14.594736842105263;-417.0;0.0;-417.0;650.0;679.0;664.5;-38.0;435066.57;1.247610025524837;11.25;9.75;78.0;-205.0;10.8;0.05405405405405406;7.297297297297297;270.0;452.97;394901.28;-26.0;-24634.0;205443;0.26810729506224107
0.5352762504724826;0.5590517536491058;675000.0;83407.5;1;-5080;-302.0;-1681.0;-21784;0.032561;4.61;0.83;13.92;8.4132721877529;11.885981787867127;1.0396;360000.0;0.07813559322033899;23.16875;-300.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;435066.57;1.0555559824200142;16.0;15.333333333333334;46.0;-434.0;24.0;0.0;8.666666666666666;52.0;35866.17;609492.195;-260.0;-2020.0;295940;0.179224184604809
0.4614823912998385;0.6381087914740751;225000.0;11250.0;1;-2311;-1924.0;-6935.0;-18768;0.018634;19.0;5.27;6.33;20.0;5.0;1.0;225000.0;0.37254901960784315;5.0;-189.0;0.0;-189.0;-645.0;1637.0;456.0;-286.5;12991261.5;0.9685972386505187;14.0;24.0;24.0;-668.0;24.0;1.064516129032258;9.483870967741936;294.0;7081.56;426072.24;-3.0;-9598.0;189764;0.3307297023824159
0.5352762504724826;0.7633761198065602;450000.0;22500.0;1;-3339;-10620.0;-1681.0;-20358;0.072508;4.61;29.1;9.15;20.0;5.0;1.0;78750.0;0.08381818181818182;14.285714285714285;-390.0;30.445;-390.0;129.0;1012.0;557.25;-458.5;696391.74;0.9099150302651396;14.0;18.0;18.0;-241.0;18.0;0.0;10.75;129.0;27823.77;569939.67;-37.0;-1581.0;355447;0.12183389267392024
0.6413682574954046;0.6373762513861899;1800000.0;53253.0;0;-4032;-7490.0;-518.0;-13437;0.025164;1.42;20.52;11.05;37.8164610444482;2.644351090454058;1.1188;55125.0;0.03944444444444444;24.151020408163266;-294.0;579.5325;-294.0;0.0;10.0;5.0;-15.0;2318286.42;0.9866376384709014;15.0;9.333333333333334;28.0;-644.0;9.333333333333334;0.03571428571428571;5.428571428571429;152.0;13986.045;488591.46;-465.0;-31413.0;431064;0.19692360780407314
0.5388627065779676;0.2858978721410488;1350000.0;37125.0;1;-4568;-8573.0;-2673.0;-14535;0.0116569999999999;7.32;23.49;12.52;36.36363636363637;2.75;1.0;45000.0;0.18769230769230769;41.25;-288.0;0.0;-288.0;13.0;522.0;182.66666666666666;-11.333333333333334;555518.52;1.097236857706541;11.25;7.5;30.0;-824.0;6.0;0.07692307692307693;17.923076923076923;233.0;3369.555;189108.09;-792.0;-23895.0;208477;0.21282578203749922
0.5064842396679806;0.6431883471617131;270000.0;13500.0;1;-1708;-1708.0;-2098.0;-19233;0.0116569999999999;5.75;4.68;4.68;20.0;5.0;1.0;63000.0;0.11057692307692307;10.714285714285714;-107.0;0.0;-107.0;1068.0;1068.0;1068.0;-8.0;76477.14;1.050187285767264;13.5;13.5;54.0;-179.0;14.0;0.0;16.6;166.0;3527.64;519249.285;-39.0;-3436.0;318941;0.21790822624576772
0.6512602186973006;0.6900423535613192;225000.0;13090.5;1;-2879;-2521.0;-674.0;-20084;0.00733;1.85;6.91;7.89;26.263320728772776;3.8075916230366493;1.528;90000.0;0.03363636363636364;14.545;-373.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;86589.0;0.9294729995626767;12.333333333333334;9.0;54.0;-185.0;10.0;0.0;8.285714285714286;116.0;6077.52;229823.505;-11.0;-3288.0;324578;0.3227955507653972
0.7713615919194317;0.4658759817279121;360000.0;18000.0;0;-3507;-11329.0;-1677.0;-11344;0.018634;4.59;31.04;9.61;20.0;5.0;1.0;85500.0;0.14806451612903226;10.526315789473683;-1349.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;41580.0;0.9992672221793787;11.7;13.2;132.0;-222.0;14.0;1.3541666666666667;35.5;1704.0;12076.92;2184513.6149999998;-139.0;-56555.0;332196;0.2568835739880771
0.1604889306273446;0.601806691195428;850500.0;24867.0;1;-5621;-31.0;-498.0;-14909;0.010966;1.36;0.08;15.4;34.20195439739414;2.9238095238095236;1.0;60000.0;0.034;13.815;-127.0;120.0;-127.0;0.0;1231.0;651.4285714285714;-69.28571428571429;645047.1;1.0;14.857142857142858;24.0;168.0;-715.0;60.0;0.0;8.961904761904762;941.0;67.5;680229.27;-11.0;-148773.0;177857;0.5404636777232872
0.6263042766749393;0.787287354223516;585000.0;33448.5;1;-4503;-5605.0;-1681.0;-22565;0.010147;4.61;15.36;12.34;18.874747746535718;5.298084050863888;1.0792;135000.0;0.07557377049180328;24.776666666666667;-1035.0;0.0;-1035.0;42.0;42.0;42.0;-9.0;492979.86;1.013039156796661;11.666666666666666;13.666666666666666;82.0;-756.0;14.0;0.0;12.416666666666666;596.0;12954.915;1321167.96;-34.0;-35233.0;395867;0.08410993787822084
0.5352762504724826;0.6454284843078232;787500.0;37458.0;1;-4064;-8382.0;-2773.0;-15896;0.019101;7.6;22.96;11.13;23.521143680922634;4.251493947596915;1.1188;112500.0;0.17674418604651163;33.296;-292.0;0.0;-292.0;0.0;0.0;0.0;-33.0;175067.235;0.9521601619927176;13.0;14.0;42.0;-175.0;14.0;0.0;10.0;60.0;12372.075;74241.675;-351.0;-2556.0;219684;0.3023122915366981
0.2512394458905693;0.7317783472144047;405000.0;20250.0;1;-1993;-2267.0;-756.0;-14270;0.072508;2.07;6.21;5.46;20.0;5.0;1.0;67500.0;0.05307692307692307;7.5;-199.0;0.0;-199.0;1625.0;1625.0;1625.0;-7.0;435066.57;1.0;17.0;8.0;16.0;-386.0;4.0;2.0;14.2;71.0;21.195;125969.94;-255.0;-1566.0;391662;0.33629497249657464
0.4920600938649263;0.5567055246003266;193500.0;19633.5;1;-5654;-5654.0;-536.0;-13042;0.019101;1.47;15.49;15.49;10.831308732523492;9.23249465687623;1.099;39375.0;0.042;12.465714285714286;-531.0;0.0;-531.0;-81.0;229.0;37.0;-20.75;135000.0;0.9802529550989563;10.909090909090908;10.909090909090908;120.0;-295.0;12.0;5.242424242424242;5.98989898989899;593.0;2.475;1880995.455;-15.0;-86772.0;281352;0.31978358463705464
0.3441550073724169;0.5987582057166251;495000.0;24750.0;1;-2487;-1585.0;-716.0;-19032;0.0066709999999999;1.96;4.34;6.81;20.0;5.0;1.0;85500.0;0.03769230769230769;14.473684210526317;-357.0;1529.469;-357.0;0.0;714.0;240.66666666666666;-16.0;156613.5;0.9114175831676133;16.333333333333332;38.0;114.0;-499.0;39.0;0.18032786885245902;9.62295081967213;587.0;7000.02;1962857.7;-32.0;-32809.0;161520;0.4567711941018509
0.3328505641648731;0.2650816394136861;450000.0;38263.5;1;-3614;-3614.0;-1681.0;-22083;0.0072739999999999;4.61;9.9;9.9;12.691991061978126;7.878984432913269;1.0792;213750.0;0.07683333333333334;8.950526315789475;-92.0;0.0;-92.0;31179.0;31179.0;31179.0;-17.0;757890.0;0.9089972704331256;15.0;14.0;14.0;-259.0;14.0;0.0;13.5;108.0;13922.55;111380.4;-35.0;-1092.0;217542;0.507051504219406
0.6397075677637197;0.6408714724123011;247500.0;12375.0;1;-3518;-346.0;-13851.0;-20469;0.026392;37.95;0.95;9.64;20.0;5.0;1.0;130500.0;0.6776785714285715;9.482758620689655;-327.0;266.698125;-327.0;4.0;774.0;308.6666666666667;-23.333333333333332;563847.165;1.1067627781170868;15.5;9.75;78.0;-538.0;9.0;0.0;8.628571428571428;302.0;5859.765;256603.905;-31.0;-34445.0;273765;0.07423407273964164
0.5352762504724826;0.5391031094398469;904500.0;28399.5;1;-4829;-10262.0;-1681.0;-22984;0.0145199999999999;4.61;28.12;13.23;31.849152273807636;3.139800995024876;1.0;112500.0;0.07435483870967742;12.622;-300.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;435066.57;0.980952380952381;8.75;12.0;48.0;-338.0;12.0;0.0;35.733333333333334;536.0;8083.26;620903.655;-130.0;-12622.0;183072;0.16546049383593453
0.7530673920730478;0.5514539168125616;463500.0;49504.5;1;-4196;-3561.0;-346.0;-15904;0.04622;0.95;9.76;11.5;9.733569675484047;10.273723138990839;1.0396019417475728;90000.0;0.022093023255813953;18.335;-102.0;0.0;-102.0;-2013.0;202.0;-905.5;-258.5;393255.0;0.9989326006202981;15.5;15.0;30.0;-466.0;15.0;1.7083333333333333;15.208333333333334;365.0;137.88;748032.0299999999;-28.0;-22086.0;174988;0.1887302871568935
0.4241303111942548;0.6048682066083338;585000.0;20214.0;1;-4298;-13952.0;-1681.0;-20795;0.025164;4.61;38.22;11.78;34.67052537845058;2.8842943367150378;1.198;33750.0;0.08232142857142857;29.946666666666665;-172.0;0.0;-172.0;0.0;924.0;462.0;-20.0;7200.0;0.9060319206661472;10.666666666666666;22.666666666666668;204.0;-193.0;28.0;0.16091954022988506;33.04597701149425;2875.0;591.39;1067027.175;-20.0;-70779.0;216940;0.6022462623229121
0.3606125659189888;0.5754867718237853;270000.0;26703.0;1;-960;-8199.0;-374.0;-8276;0.072508;1.02;22.46;2.63;10.111223458038422;9.89;1.0;112500.0;0.046363636363636364;11.867999999999999;-182.0;0.0;-182.0;122.0;1115.0;618.5;-18.5;435066.57;0.890685681543261;20.0;12.0;12.0;-652.0;12.0;0.0;12.083333333333334;145.0;7077.96;84972.645;-298.0;-5617.0;174058;0.31072494463261563
0.7981372313187245;0.6724861108155682;900000.0;29650.5;1;-1665;-9819.0;-3839.0;-18145;0.01885;10.52;26.9;4.56;36.36363636363637;2.75;1.198;90000.0;0.2146938775510204;16.4725;-2483.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;50553.0;1.1324999999999998;17.0;15.0;30.0;-1265.0;15.0;0.0;28.08695652173913;646.0;3216.375;108380.745;-732.0;-27163.0;251264;0.15332856175182522
0.6925590674998008;0.6290165955248841;810000.0;31140.0;1;-4536;-8301.0;-116.0;-15113;0.031329;0.32;22.74;12.43;30.13179190751445;3.3187538367096376;1.1584;112500.0;0.007804878048780488;27.68;-860.0;0.0;-860.0;859.0;4775.0;2817.0;-325.0;1867026.2850000001;1.2172172172172173;14.0;10.666666666666666;32.0;-389.0;10.0;3.5238095238095237;13.666666666666666;287.0;1350.0;176043.06;-103.0;-32212.0;187935;0.25820293685702567
0.4382813743111921;0.6785923435237022;180000.0;20893.5;1;-223;-225.0;-1675.0;-14368;0.04622;4.59;0.62;0.61;9.524876157656687;10.498824167872648;1.1056;33750.0;0.1176923076923077;15.476666666666667;-537.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;56700.0;1.0566559652691716;13.6;8.0;40.0;-65.0;7.0;0.7857142857142857;17.642857142857142;247.0;0.54;936721.395;-49.0;-11239.0;268037;0.24331194802119022
0.6512602186973006;0.1051851793207986;405000.0;20250.0;1;-4491;-9591.0;-3416.0;-21353;0.010032;9.36;26.28;12.3;20.0;5.0;1.0;135000.0;0.16137931034482758;15.0;-462.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;48645.0;0.9134020866887157;5.166666666666667;20.666666666666668;124.0;-130.0;22.4;0.2553191489361702;14.553191489361701;684.0;436.635;745374.735;-18.0;-23889.0;120385;0.5702227966421839
0.3062022983135042;0.5060206445748665;675000.0;52465.5;1;-2282;-231.0;-2283.0;-14740;0.028663;6.25;0.63;6.25;13.629813877691054;7.336857340633063;1.0594;75000.0;0.15625;23.318;-418.0;0.0;-418.0;0.0;2139.0;832.5;-131.5;435066.57;1.0;11.0;0.0;0.0;-504.0;0.0;0.0;2.9565217391304346;68.0;0.72;413336.43;-17.0;-6471.0;157516;0.5091035059542448
0.1253078784282391;0.7096064018272443;585000.0;25587.0;1;-188;-3301.0;-643.0;-16632;0.04622;1.76;9.04;0.52;30.1062258177981;3.3215721095429482;1.3168;87000.0;0.03911111111111111;9.803448275862069;-33.0;0.0;-33.0;0.0;1583.0;893.3333333333334;-42.333333333333336;26973.0;0.9634861092780009;15.6;15.8;158.0;-518.0;16.75;0.6233766233766234;10.337662337662337;796.0;13.23;2181494.655;-21.0;-62200.0;314239;0.6829675265761808
0.5352762504724826;0.6664181460330135;1845000.0;46768.5;1;-62;-411.0;-984.0;-8623;0.019101;2.7;1.13;0.17;39.449629558356584;2.5348780487804876;1.0;59146.425;0.11739130434782609;39.53620189216846;-300.0;0.0;-264.0;85.0;1021.0;620.0;-30.0;435066.57;1.0;13.0;12.0;12.0;-231.0;12.0;0.0;10.0;0.0;67.5;204935.58000000002;-31.0;-1997.0;242078;0.3215509664525168
0.4614823912998385;0.0157086441911829;292500.0;15052.5;1;-4274;-4729.0;-1681.0;-20741;0.00963;4.61;12.96;11.71;22.51001494768311;4.4424670633234165;1.1584;193500.0;0.08232142857142857;7.779069767441861;-197.0;0.0;-197.0;0.0;3164.0;1358.0;-21.0;571500.0;0.9273581024186625;11.23076923076923;15.692307692307692;204.0;-430.0;15.0;0.24390243902439024;13.170731707317072;540.0;5.535;513255.195;-36.0;-20286.0;222853;0.652801700821787
